codigo sampler,Matriz,SubMatriz,granulometría - micrometro,grasa - nmr,humedad - determinador halogeno,limite de fluidez  anton paar,viscosidad plastica  anton paar,"('acidez', '135')","('acidez', '154')","('acidez', '155')","('acidez', '160')","('acidez', '179')","('amargor', '135')","('amargor', '154')","('amargor', '155')","('amargor', '160')","('amargor', '179')","('aroma', '135')","('aroma', '154')","('aroma', '155')","('aroma', '160')","('aroma', '179')","('astringencia', '135')","('astringencia', '154')","('astringencia', '155')","('astringencia', '160')","('astringencia', '179')","('dulce', '135')","('dulce', '154')","('dulce', '155')","('dulce', '160')","('dulce', '179')","('velocidad fusion', '135')","('velocidad fusion', '154')","('velocidad fusion', '155')","('velocidad fusion', '160')","('velocidad fusion', '179')",Relev aroma-135,Relev aroma-154,Relev aroma-155,Relev aroma-160,Relev aroma-179,Relev dulce-135,Relev dulce-154,Relev dulce-155,Relev dulce-160,Relev dulce-179,Relev amargor-135,Relev amargor-154,Relev amargor-155,Relev amargor-160,Relev amargor-179,Relev acidez-135,Relev acidez-154,Relev acidez-155,Relev acidez-160,Relev acidez-179,Relev astringencia-135,Relev astringencia-154,Relev astringencia-155,Relev astringencia-160,Relev astringencia-179,Relev velocidad fusion-135,Relev velocidad fusion-154,Relev velocidad fusion-155,Relev velocidad fusion-160,Relev velocidad fusion-179
D04221853,Chocolate,Chocolate Oscuro / Dark Chocolate,31.0,38.3841,0.28,13.349,1.4902,,0.0,1.0,1.0,,,4.0,6.0,4.0,,,7.0,5.0,6.0,,,4.0,5.0,3.0,,,5.0,4.0,3.0,,,5.0,5.0,5.0,,0.1902550553608433,0.19156692924892954,0.23236797412889082,0.19555498590049308,0.1902550553608433,0.18822605302806586,0.18883235920179997,0.24118896699897074,0.19352656774309757,0.18822605302806586,0.1853465529350498,0.1868657731674565,0.2488567028322381,0.19358441813020563,0.1853465529350498,0.1821688066596691,0.1844991080744874,0.25446648120552806,0.19669679740064622,0.1821688066596691,0.18215883684195883,0.18386430737962298,0.2547323201553628,0.19708569878109655,0.18215883684195883,0.18332639465022832,0.1857506728675979,0.25533416962058675,0.1922623682113587,0.18332639465022832
D04221959,Chocolate,Chocolate de Avena,30.0,35.5178,0.23,8.2666,1.2329,,,0.0,0.0,,,,2.0,2.5,,,,5.0,6.0,,,,0.0,2.0,,,,6.0,5.0,,,,5.0,6.0,,0.19896718314209014,0.19896718314209014,0.20261633737155313,0.20048211320217643,0.19896718314209014,0.19853439724980337,0.19853439724980337,0.20494897884341085,0.19944782940717898,0.19853439724980337,0.198634784816705,0.198634784816705,0.20432332923135385,0.19977231631853112,0.198634784816705,0.1971543252051442,0.1971543252051442,0.20560438924191385,0.2029326351426537,0.1971543252051442,0.19832986950553627,0.19832986950553627,0.20265750780796193,0.20235288367542925,0.19832986950553627,0.19783861597772057,0.19783861597772057,0.20785638135715986,0.1986277707096785,0.19783861597772057
D04222150,Chocolate,Chocolate de Avena,23.0,36.5545,0.23,6.6029,1.2728,,0.0,0.0,0.0,,,3.0,5.0,2.5,,,6.0,5.0,6.0,,,0.0,2.0,2.0,,,6.0,5.0,4.5,,,5.0,5.0,7.0,,0.19412911064454852,0.19924402334930572,0.19455158214791102,0.2179461732136862,0.19412911064454852,0.1932174493214269,0.1970660795926947,0.19669662192868753,0.21980239983576408,0.1932174493214269,0.19235994559190067,0.20115959607748166,0.1931444499873284,0.22097606275138873,0.19235994559190067,0.19157462816475118,0.19892529532434367,0.19247548507769535,0.22544996326845845,0.19157462816475118,0.19014914268776872,0.19958587380045123,0.19067125248348782,0.2294445883405235,0.19014914268776872,0.1914612461502355,0.20495254347384106,0.19617810316781487,0.21594686105787303,0.1914612461502355
D04222794,Chocolate,Chocolate blanco / White chocolate,22.0,39.1185,0.3,3.3899,1.6943,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,6.25,6.5,5.5,6.0,,0.0,0.0,0.0,0.0,,7.0,8.0,7.0,5.0,,5.5,5.0,6.0,6.0,,0.19348822772095978,0.20234274885612893,0.22445773025986515,0.20630707270685178,0.17340422045619439,0.18752297877610857,0.19358568493891995,0.24154694007910993,0.2098392396263786,0.16750515657948303,0.19377674113186782,0.19231356006930844,0.23405798376343742,0.21772882398031984,0.16212289105506655,0.1954126121489043,0.19952677500993626,0.22988008013952946,0.2134751865014738,0.16170534620015606,0.18716514633594186,0.19428580704646392,0.24680500373463765,0.2173503579516305,0.1543936849313262,0.19216333261899188,0.1982019873703361,0.24406472272964808,0.2124639996549572,0.15310595762606685
D04222857,Chocolate,Chocolate Oscuro / Dark Chocolate,23.0,31.3995,0.3,18.081,2.0143,2.0,,,0.0,,4.5,,,4.0,,6.0,,,4.0,,1.0,,,2.0,,6.0,,,4.5,,5.5,,,7.0,,0.26761181334324513,0.17562199964748101,0.17562199964748101,0.2055221877143119,0.17562199964748101,0.2617189549083037,0.174845506894736,0.174845506894736,0.21374452440748834,0.174845506894736,0.27606586562649055,0.1692996954729395,0.1692996954729395,0.21603504795469097,0.1692996954729395,0.28686303593096396,0.1679436305157536,0.1679436305157536,0.20930607252177538,0.1679436305157536,0.30709613088494186,0.16101569729925833,0.16101569729925833,0.2098567772172831,0.16101569729925833,0.2863258419911022,0.16400453332876613,0.16400453332876613,0.22166055802259926,0.16400453332876613
D04222858,Chocolate,Chocolate Oscuro / Dark Chocolate,20.0,32.681,0.27,20.621,1.8287,,,1.0,1.0,,,,5.0,4.0,,,,5.0,6.0,,,,2.0,2.0,,,,5.0,3.0,,,,6.0,6.0,,0.18844831764371905,0.18844831764371905,0.2011119192819397,0.23354312778690328,0.18844831764371905,0.18360812549857042,0.18360812549857042,0.20843225860985623,0.24074336489443254,0.18360812549857042,0.18263036698412344,0.18263036698412344,0.2057535486528957,0.24635535039473397,0.18263036698412344,0.18485086911048454,0.18485086911048454,0.20587079138669032,0.23957660128185612,0.18485086911048454,0.18062552717105068,0.18062552717105068,0.2097716761292202,0.2483517423576278,0.18062552717105068,0.17954355399549907,0.17954355399549907,0.20943437343682964,0.2519349645766732,0.17954355399549907
D04222859,Chocolate,Chocolate Oscuro / Dark Chocolate,22.0,37.7837,0.31,9.8961,1.3303,,,2.0,0.0,,,,6.0,4.0,,,,6.0,6.0,,,,4.0,3.0,,,,4.0,3.0,,,,6.0,6.0,,0.18059176854205605,0.18059176854205605,0.24209594622305414,0.21612874815077768,0.18059176854205605,0.173086703313277,0.173086703313277,0.26189012833797753,0.21884976172219137,0.173086703313277,0.16940153281904874,0.16940153281904874,0.26183096906933906,0.22996443247351467,0.16940153281904874,0.17133369454322203,0.17133369454322203,0.2591316491862787,0.22686726718405523,0.17133369454322203,0.16254245546333457,0.16254245546333457,0.2825226023432698,0.2298500312667264,0.16254245546333457,0.16308014549293265,0.16308014549293265,0.2777947583438057,0.23296480517739632,0.16308014549293265
D04222893,Chocolate,Chocolate de Avena,20.0,35.2107,0.24,13.853,2.205,0.0,0.0,,0.0,,4.5,3.0,,3.0,,6.0,6.0,,6.0,,2.0,0.0,,1.5,,5.5,6.0,,4.5,,6.0,5.0,,6.0,,0.19802888962495416,0.19216060346855074,0.19033630953584924,0.2291378878347966,0.19033630953584924,0.19357410239461384,0.1910157895783104,0.18937073446573333,0.23666863909560915,0.18937073446573333,0.20092898449788177,0.1898903733060353,0.18676119973704802,0.2356582427219868,0.18676119973704802,0.19982145635035686,0.1912410285191638,0.1875820537423207,0.23377340764583798,0.1875820537423207,0.20057403840744495,0.1893443242203161,0.1841813379986714,0.24171896137489618,0.1841813379986714,0.19817021037850602,0.19353816529915635,0.18669628639438873,0.23489905153356028,0.18669628639438873
D04222977,Chocolate,Chocolate Oscuro / Dark Chocolate,36.0,55.3293,0.28,0.6032,1.1971,3.0,,,1.0,,2.0,,,3.5,,6.5,,,6.0,,0.0,,,2.0,,6.0,,,4.0,,5.5,,,7.0,,0.19864956793372668,0.1986345296273424,0.1986345296273424,0.20544684318424625,0.1986345296273424,0.20029509902865725,0.19800373313604264,0.19800373313604264,0.20569370156321487,0.19800373313604264,0.2015421606753364,0.1987000920005961,0.1987000920005961,0.20235756332287516,0.1987000920005961,0.19862290653796444,0.19858366899979726,0.19858366899979726,0.20562608646264377,0.19858366899979726,0.20266511143607085,0.1975146274026962,0.1975146274026962,0.20479100635584055,0.1975146274026962,0.19997259905968556,0.19985008550310612,0.19985008550310612,0.200477144430996,0.19985008550310612
D04230078,Chocolate,Chocolate Oscuro / Dark Chocolate,39.0,44.8452,0.12,4.906,0.684,1.5,,3.0,2.0,,3.0,,5.0,6.0,,6.0,,6.0,3.0,,0.0,,2.0,5.0,,5.5,,5.0,3.0,,5.5,,6.0,7.0,,0.1815505509648165,0.1715737753965321,0.17178028918092836,0.3035216090611909,0.1715737753965321,0.16896555381856745,0.1641496725616254,0.16832137531062838,0.33441372574755335,0.1641496725616254,0.18814647042113944,0.16008936052556924,0.16070422180838484,0.3309705867193371,0.16008936052556924,0.18766609210673602,0.16934504849835433,0.1695228926264492,0.3041209182701061,0.16934504849835433,0.1762708177290446,0.1521874587294133,0.15444537996943145,0.3649088848426974,0.1521874587294133,0.18098689100447393,0.16668673119032681,0.1715609341277596,0.3140787124871129,0.16668673119032681
D04230079,Chocolate,Chocolate Oscuro / Dark Chocolate,21.0,55.1377,0.11,2.4041,0.6902,2.0,,,9.0,,3.0,,,5.0,,6.0,,,2.0,,0.0,,,3.0,,3.5,,,1.0,,5.5,,,7.0,,0.24003332555516774,0.18225510686412025,0.18225510686412025,0.21320135385247155,0.18225510686412025,0.23787960640713235,0.18171004821449224,0.18171004821449224,0.21699024894939095,0.18171004821449224,0.3050653581240562,0.1676867628496574,0.1676867628496574,0.19187435332697161,0.1676867628496574,0.2678650727287393,0.1719774234701907,0.1719774234701907,0.2162026568606886,0.1719774234701907,0.29736097642958537,0.16522960402392095,0.16522960402392095,0.20695021149865178,0.16522960402392095,0.2846415361274166,0.17341032404452794,0.17341032404452794,0.1951274917389995,0.17341032404452794
D04230124,Chocolate,Chocolate Oscuro / Dark Chocolate,21.0,41.6252,0.23,13.046,0.1941,,,,1.0,,,,,5.0,,,,,1.0,,,,,2.0,,,,,2.0,,,,,7.0,,0.19501632846379297,0.19501632846379297,0.19501632846379297,0.2199346861448281,0.19501632846379297,0.19390604943533457,0.19390604943533457,0.19390604943533457,0.22437580225866188,0.19390604943533457,0.19270464387655264,0.19270464387655264,0.19270464387655264,0.22918142449378945,0.19270464387655264,0.19267384644748933,0.19267384644748933,0.19267384644748933,0.2293046142100427,0.19267384644748933,0.19077360582520916,0.19077360582520916,0.19077360582520916,0.23690557669916343,0.19077360582520916,0.19347876085784071,0.19347876085784071,0.19347876085784071,0.22608495656863703,0.19347876085784071
D04230125,Chocolate,Chocolate Oscuro / Dark Chocolate,31.0,41.9412,0.1,10.139,1.5841,,,,1.0,,,,,6.0,,,,,1.0,,,,,3.0,,,,,3.0,,,,,7.0,,0.1742884571380545,0.1742884571380545,0.1742884571380545,0.3028461714477821,0.1742884571380545,0.17028247748129582,0.17028247748129582,0.17028247748129582,0.3188700900748167,0.17028247748129582,0.166457216670931,0.166457216670931,0.166457216670931,0.3341711333162759,0.166457216670931,0.17319726329854268,0.17319726329854268,0.17319726329854268,0.30721094680582933,0.17319726329854268,0.1621441546431382,0.1621441546431382,0.1621441546431382,0.3514233814274471,0.1621441546431382,0.17104339116131123,0.17104339116131123,0.17104339116131123,0.3158264353547551,0.17104339116131123
D04230325,Chocolate,Chocolate Oscuro / Dark Chocolate,44.0,32.9206,0.14,16.16,3.9834,,,,0.0,,,,,2.5,,,,,2.0,,,,,2.0,,,,,5.0,,,,,3.0,,0.1726402968334547,0.1726402968334547,0.1726402968334547,0.3094388126661812,0.1726402968334547,0.16407818817839473,0.16407818817839473,0.16407818817839473,0.3436872472864211,0.16407818817839473,0.1572451448692371,0.1572451448692371,0.1572451448692371,0.3710194205230515,0.1572451448692371,0.17019054249628343,0.17019054249628343,0.17019054249628343,0.3192378300148663,0.17019054249628343,0.15001182994149945,0.15001182994149945,0.15001182994149945,0.3999526802340021,0.15001182994149945,0.1657077172859144,0.1657077172859144,0.1657077172859144,0.3371691308563423,0.1657077172859144
D04231285,Chocolate,Chocolate Oscuro / Dark Chocolate,37.0,43.0085,0.1,9.5337,0.9374,,,1.0,1.0,1.0,,,6.0,7.0,5.0,,,6.0,2.0,5.0,,,2.0,6.0,4.0,,,4.0,3.0,2.0,,,6.0,7.0,4.0,0.16376517558470108,0.16376517558470108,0.16839709908640252,0.3315786701061761,0.17249387963801924,0.15501100991411101,0.15501100991411101,0.1691524984866542,0.3590794149608841,0.16174606672423977,0.1519832164650866,0.1519832164650866,0.15937953386052053,0.37335335982212664,0.1633006733871797,0.15983217589019463,0.15983217589019463,0.1670426778755884,0.3300565841199014,0.18323638622412106,0.14154275022251875,0.14154275022251875,0.1544904929338138,0.40813038337344526,0.15429362324770352,0.15826256200441785,0.15826256200441785,0.17412895984455876,0.34276810301147603,0.16657781313512954
D04231635,Chocolate,Chocolate Oscuro / Dark Chocolate,29.0,45.5464,0.18,3.1893,0.826,1.75,,2.0,1.0,4.0,3.5,,7.0,7.0,5.0,5.25,,6.0,2.0,5.0,0.5,,3.0,6.0,4.0,6.0,,3.0,2.0,2.5,5.25,,6.0,5.0,1.0,0.21844180588939532,0.1928043788327819,0.1943454862898762,0.19960523012128076,0.19480309886666589,0.21823342744176563,0.19203908870786676,0.19425277489976694,0.20165892767491486,0.1938157812756859,0.2207422632933663,0.1914093052567476,0.19501324159659952,0.19824574690734412,0.19458944294594246,0.22215574635136032,0.19137602410686258,0.19409084973007076,0.19434360992583302,0.1980337698858732,0.22711828245946858,0.1891561845758881,0.19606523425651204,0.1937526459106471,0.19390765279748412,0.21769846293046288,0.19272442755153454,0.19514225306346314,0.20154799868397197,0.1928868577705674
D04231790,Chocolate,Chocolate de Avena,37.0,39.3163,0.2,4.3723,0.7182,0.0,,,,2.5,1.0,,,,5.0,5.0,,,,5.0,1.0,,,,4.0,4.5,,,,1.0,5.5,,,,4.0,0.19933034975589087,0.1992533904891377,0.1992533904891377,0.1992533904891377,0.20290947877669605,0.19914978463181693,0.19891311686566904,0.19891311686566904,0.19891311686566904,0.20411086477117604,0.1994152084280784,0.19878593732066374,0.19878593732066374,0.19878593732066374,0.2042269796099302,0.19987924337872873,0.19982389340363824,0.19982389340363824,0.19982389340363824,0.2006490764103566,0.19905275319981605,0.1987847367264654,0.1987847367264654,0.1987847367264654,0.20459303662078768,0.1983480590358335,0.19806792028072576,0.19806792028072576,0.19806792028072576,0.20744818012198923
D04232209,Chocolate,Chocolate Oscuro / Dark Chocolate,23.0,37.2088,0.14,6.727,2.6358,0.0,,,,2.0,4.0,,,,6.0,6.0,,,,6.0,1.0,,,,4.0,5.0,,,,1.0,5.5,,,,5.0,0.21199534903435727,0.1852515591040101,0.1852515591040101,0.1852515591040101,0.2322499736536125,0.21773342734315781,0.1839534725120696,0.1839534725120696,0.1839534725120696,0.2304061551206334,0.21006676533063262,0.18373908851963247,0.18373908851963247,0.18373908851963247,0.23871596911047,0.21304671837401873,0.1825213552964619,0.1825213552964619,0.1825213552964619,0.2393892157365956,0.2064803180488068,0.17889355128592205,0.17889355128592205,0.17889355128592205,0.25683902809342707,0.21468679021183337,0.18571835973344106,0.18571835973344106,0.18571835973344106,0.22815813058784348
D04232210,Chocolate,Chocolate Oscuro / Dark Chocolate,24.0,36.0689,0.26,7.338,1.7667,1.5,,,,3.0,3.0,,,,7.0,5.0,,,,5.0,0.0,,,,5.0,5.5,,,,0.5,5.5,,,,2.0,0.20988845303698625,0.19365073311168546,0.19365073311168546,0.19365073311168546,0.20915934762795746,0.20724543447505236,0.19465821867729854,0.19465821867729854,0.19465821867729854,0.20877990949305203,0.21960160631299647,0.19098181551487908,0.19098181551487908,0.19098181551487908,0.20745294714236634,0.21626133405295364,0.18966561830445508,0.18966561830445508,0.18966561830445508,0.21474181103368117,0.22380160468145932,0.18927264417269962,0.18927264417269962,0.18927264417269962,0.20838046280044173,0.2195824037392621,0.1897488917024861,0.1897488917024861,0.1897488917024861,0.2111709211532796
D05210424,Chocolate,Chocolate Oscuro / Dark Chocolate,24.0,39.6665,0.36,12.9616,2.4935,,2.0,2.0,,,,6.0,6.0,,,,8.0,5.0,,,,3.0,4.0,,,,2.0,4.0,,,,5.0,6.0,,,0.17662304094609474,0.190500209449184,0.27963066771253164,0.17662304094609474,0.17662304094609474,0.17011684809193994,0.18464679529356462,0.3050026604306157,0.17011684809193994,0.17011684809193994,0.16186613494327082,0.17247960986580932,0.3419219853043782,0.16186613494327082,0.16186613494327082,0.15880124803531068,0.1793533700874224,0.3442428858066455,0.15880124803531068,0.15880124803531068,0.14742177270495638,0.16732293100525916,0.3904117508798716,0.14742177270495638,0.14742177270495638,0.15128608153864403,0.17359694019525349,0.3725448151888143,0.15128608153864403,0.15128608153864403
D05220713,Chocolate,Chocolate Oscuro / Dark Chocolate,20.0,42.7359,0.33,6.7608,0.9681,,0.0,,1.5,3.0,,6.0,,4.5,4.0,,6.0,,6.0,5.0,,3.0,,2.0,3.0,,2.0,,3.0,2.0,,5.0,,7.0,4.0,0.17826011245933507,0.22583943517055266,0.17826011245933507,0.20100950332522416,0.21663083658555296,0.17587557601597315,0.22550531193382714,0.17587557601597315,0.2099898131193185,0.2127537229149083,0.17084567950558976,0.2240300651307026,0.17084567950558976,0.2209115856349343,0.21336699022318353,0.16664898823614155,0.23443566072512764,0.16664898823614155,0.20327109656933923,0.22899526623325006,0.163103833920818,0.23727802553079577,0.163103833920818,0.21185332696842732,0.224660979659141,0.1587036561221767,0.24220641311737157,0.1587036561221767,0.22459571945211398,0.21579055518616103
D05221578,Chocolate,Chocolate Oscuro / Dark Chocolate,25.0,26.8976,0.3,36.8555,3.4053,,0.0,1.0,0.0,1.0,,4.0,5.0,3.0,3.0,,7.0,5.0,6.0,6.0,,,1.0,,,,5.0,5.0,4.5,5.0,,4.0,5.0,4.0,4.0,0.18326313233827737,0.21154050734166824,0.20829629480224088,0.1923068966101218,0.2045931689076917,0.17994267304468417,0.2076339239460529,0.21541978349768107,0.19290511619294065,0.20409850331864124,0.17264631693428115,0.21173241778556148,0.22595617667805604,0.18797283598828096,0.20169225261382026,0.1738758159028202,0.19699384335711798,0.228017722112675,0.18545728667396744,0.21565533195341932,0.18441325489732632,0.18441325489732632,0.2623469804106947,0.18441325489732632,0.18441325489732632,0.17205135984837164,0.20706779234798617,0.21868520501316407,0.20061955147671784,0.20157609131376017
D05222217,Chocolate,Chocolate de Avena,24.0,39.0362,0.07,3.5667,3.0482,1.0,0.0,1.0,0.0,,1.3333333333333333,0.0,1.0,0.0,,6.5,6.0,6.0,4.5,,0.6666666666666666,0.0,1.0,0.0,,6.5,6.0,6.0,5.5,,5.166666666666667,5.0,6.0,6.0,,0.19592314923370163,0.16241223714464112,0.23112514836547793,0.25568997080872174,0.15484949444745755,0.19069517671386826,0.15920585940674636,0.24838666754398733,0.2521562282117712,0.14955606812362687,0.2033257757890957,0.15138897722059946,0.2380493957222186,0.2673103091099611,0.13992554215812522,0.18996144851364705,0.1504454799809799,0.25422195301451106,0.2674338775006784,0.13793724099018365,0.1825564583658426,0.14480136518415285,0.26144596157496836,0.28262834730196706,0.12856786757306923,0.19398668632924088,0.15737655546079612,0.2569938162248672,0.24695491912042894,0.14468802286466675
D05222466,Chocolate,Chocolate Oscuro / Dark Chocolate,20.0,40.7379,0.19,6.8876,2.0762,0.0,2.0,,0.0,,5.0,6.0,,4.0,,6.0,6.0,,4.0,,2.0,4.0,,3.0,,4.5,3.0,,1.5,,5.5,5.0,,6.0,,0.21013201386444086,0.1996053776830535,0.19433246439101334,0.20159767967047887,0.19433246439101334,0.21526006983939788,0.19733773200069996,0.19302825559372905,0.20134568697244404,0.19302825559372905,0.205666236823952,0.20424276409622452,0.19382487528483006,0.20244124851016343,0.19382487528483006,0.20960954794893208,0.20050827879567928,0.19388060559824125,0.20212096205890612,0.19388060559824125,0.2092803184406146,0.20164650651138413,0.19230687156471904,0.20445943191856328,0.19230687156471904,0.20860456177919368,0.20650227737961513,0.19288531717756704,0.19912252648605697,0.19288531717756704
D05223051,Chocolate,Chocolate de Avena,23.0,38.6776,0.16,2.8909,2.3511,0.0,0.0,,0.0,,3.0,2.0,,2.0,,5.0,6.0,,2.0,,0.0,0.0,,1.0,,5.5,4.0,,2.0,,5.5,5.0,,4.0,,0.22026357979037606,0.19470925888853868,0.19467609708783087,0.19567496714542348,0.19467609708783087,0.22583893949068748,0.19336451281420064,0.1931253297888744,0.1945458881173631,0.1931253297888744,0.2169945607704264,0.19521913145670972,0.19509486398015416,0.19759657981255557,0.19509486398015416,0.22172586028160077,0.1943960698780232,0.19417949975041857,0.1955190703395389,0.19417949975041857,0.22018943062704233,0.19466796686611373,0.19461659429760828,0.19590941391162736,0.19461659429760828,0.21968492081391064,0.19454707800837756,0.19417445143387219,0.1974190983099674,0.19417445143387219
D05223169,Chocolate,Chocolate Oscuro / Dark Chocolate,23.0,42.0375,0.25,7.5875,1.564,2.0,1.0,,0.0,,5.0,6.0,,3.0,,,6.0,,,,1.0,4.0,,2.0,,5.5,,,4.0,,6.5,,,7.0,,0.19421135508933077,0.223154579642677,0.19421135508933077,0.19421135508933077,0.19421135508933077,0.19374235247415258,0.19374232605405386,0.19374232605405386,0.22503066936368588,0.19374232605405386,0.18639231267229595,0.22190782120832067,0.18447457820912933,0.22275070970112476,0.18447457820912933,0.1853745623463989,0.21920628843156564,0.18416663307708536,0.22708588306786476,0.18416663307708536,0.1820608495394637,0.22142798688165038,0.18146315760200699,0.23358484837487195,0.18146315760200699,0.19471699874064494,0.19259959345246946,0.19259959345246946,0.22748422090194673,0.19259959345246946
D05230105,Chocolate,Chocolate Oscuro / Dark Chocolate,35.0,42.9146,0.2,5.2427,1.5036,,,,,2.5,,,,,5.5,,,,,7.0,,,,,4.0,,,,,3.0,,,,,4.0,0.1995335575229442,0.1995335575229442,0.1995335575229442,0.1995335575229442,0.20186576990822322,0.19931408297861208,0.19931408297861208,0.19931408297861208,0.19931408297861208,0.20274366808555164,0.19938157864109063,0.19938157864109063,0.19938157864109063,0.19938157864109063,0.20247368543563746,0.19995033759718442,0.19995033759718442,0.19995033759718442,0.19995033759718442,0.20019864961126232,0.1994052263800612,0.1994052263800612,0.1994052263800612,0.1994052263800612,0.20237909447975513,0.19840739671189409,0.19840739671189409,0.19840739671189409,0.19840739671189409,0.20637041315242363
D05230145,Chocolate,Chocolate Oscuro / Dark Chocolate,44.0,47.2474,0.21,2.6386,1.4359,,,1.0,2.0,2.0,,,7.0,6.0,5.0,,,5.0,7.0,3.5,,,5.0,4.0,4.0,,,3.0,3.0,2.25,,,6.0,9.0,3.5,0.18596926887873058,0.18596926887873058,0.20216520485665243,0.23185687779751127,0.19403937958837508,0.18326875653137628,0.18326875653137628,0.19107003946725484,0.2481691580607605,0.19422328940923222,0.1802250361247227,0.1802250361247227,0.20817386855131303,0.23911215031354485,0.1922639088856968,0.18090551273117636,0.18090551273117636,0.2218095324767197,0.23187084881340445,0.18450859324752322,0.17526258073442452,0.17526258073442452,0.2032735572009687,0.25308385308676606,0.19311742824341616,0.18393653403897905,0.18393653403897905,0.1965505123405015,0.2308028920591111,0.20477352752242947
D05230306,Chocolate,Chocolate Oscuro / Dark Chocolate,24.0,38.45,0.29,9.1667,0.9731,,,2.0,,2.0,,,5.0,,4.0,,,5.0,,4.0,,,3.0,,3.0,,,5.0,,2.0,,,6.0,,4.0,0.18408437201729133,0.18408437201729133,0.2292916379471081,0.18408437201729133,0.218455246001018,0.18021792749257895,0.18021792749257895,0.2468596335650358,0.18021792749257895,0.21248658395722728,0.179401589800269,0.179401589800269,0.24493671121455887,0.179401589800269,0.21685851938463416,0.17733538351184336,0.17733538351184336,0.239909606845418,0.17733538351184336,0.22808424261905183,0.17441749309909904,0.17441749309909904,0.255614865244671,0.17441749309909904,0.2211326554580319,0.17372550815899002,0.17372550815899002,0.2577397633064771,0.17372550815899002,0.22108371221655293
D05230910,Chocolate,Chocolate Oscuro / Dark Chocolate,35.0,43.07,0.2,4.6382,0.9521,,,,,2.0,,,,,3.0,,,,,4.0,,,,,4.0,,,,,2.0,,,,,4.0,0.19950456897089108,0.19950456897089108,0.19950456897089108,0.19950456897089108,0.20198172411643578,0.19929404074072693,0.19929404074072693,0.19929404074072693,0.19929404074072693,0.2028238370370923,0.19936121469523735,0.19936121469523735,0.19936121469523735,0.19936121469523735,0.20255514121905052,0.19995381669694465,0.19995381669694465,0.19995381669694465,0.19995381669694465,0.2001847332122214,0.19937319793846928,0.19937319793846928,0.19937319793846928,0.19937319793846928,0.202507208246123,0.19838520881132599,0.19838520881132599,0.19838520881132599,0.19838520881132599,0.2064591647546962
D05230911,Chocolate,Chocolate con Leche / Milk chocolate,25.0,45.88,0.15,2.5873,1.1363,,,,,3.0,,,,,5.0,,,,,5.0,,,,,5.0,,,,,2.0,,,,,4.0,0.19513278184096053,0.19513278184096053,0.19513278184096053,0.19513278184096053,0.21946887263615783,0.1950512116510861,0.1950512116510861,0.1950512116510861,0.1950512116510861,0.2197951533956556,0.1932750390193406,0.1932750390193406,0.1932750390193406,0.1932750390193406,0.22689984392263776,0.19174982528332699,0.19174982528332699,0.19174982528332699,0.19174982528332699,0.2330006988666921,0.1910480695184113,0.1910480695184113,0.1910480695184113,0.1910480695184113,0.23580772192635469,0.1964910558062133,0.1964910558062133,0.1964910558062133,0.1964910558062133,0.21403577677514682
D05231133,Chocolate,Chocolate Oscuro / Dark Chocolate,20.0,42.6924,0.06,8.7926,0.9164,,,,2.0,2.0,,,,6.0,4.0,,,,3.0,5.0,,,,5.0,3.0,,,,4.0,4.0,,,,0.0,4.0,0.16583724899702829,0.16583724899702829,0.16583724899702829,0.24003948841100237,0.2624487645979127,0.16530054540183597,0.16530054540183597,0.16530054540183597,0.24188600356109896,0.26221236023339306,0.15611254234354155,0.15611254234354155,0.15611254234354155,0.24336138585965053,0.2883009871097248,0.14785234094786404,0.14785234094786404,0.14785234094786404,0.25693473331430783,0.29950824384210006,0.14256466238179782,0.14256466238179782,0.14256466238179782,0.25980157611344046,0.31250443674116607,0.16275654008964713,0.16275654008964713,0.16275654008964713,0.23672516835553692,0.27500521137552175
D05231181,Chocolate,Chocolate Oscuro / Dark Chocolate,23.0,36.85,0.2,10.971,0.9053,,,,1.0,2.0,,,,6.0,4.0,,,,2.0,5.0,,,,5.0,3.0,,,,5.0,4.5,,,,0.0,4.0,0.1976869448999991,0.1976869448999991,0.1976869448999991,0.2068453428174824,0.20009382248252028,0.19752004245348184,0.19752004245348184,0.19752004245348184,0.20700866352321082,0.2004312091163436,0.19767368178428768,0.19767368178428768,0.19767368178428768,0.2062382086437729,0.20074074600336403,0.19724983567282786,0.19724983567282786,0.19724983567282786,0.2092390488264587,0.19901144415505784,0.19616905465545234,0.19616905465545234,0.19616905465545234,0.21010298701993005,0.20138984901371287,0.19844832835947757,0.19844832835947757,0.19844832835947757,0.2049310857571589,0.1997239291644084
